Month,Globex,Open OutCry,Clear Port,Total Volume,Block Trades,EFP,EFR,EFS,TAS,Deliveries,At Close,Change,Trade Day
MAY 21,399,0,0,399,0,0,0,0,0,0.0,"1,453",-81,20200422
JUN 21,"1,305",0,100,"1,405",100,0,0,0,0,0.0,"18,836",189,20200422
JUL 21,164,0,0,164,0,0,0,0,0,0.0,"1,501",73,20200422
AUG 21,0,0,0,0,0,0,0,0,0,0.0,395,0,20200422
SEP 21,0,0,0,0,0,0,0,0,0,0.0,946,0,20200422
OCT 21,0,0,0,0,0,0,0,0,0,0.0,298,0,20200422
NOV 21,2,0,0,2,0,0,0,0,0,0.0,368,2,20200422
DEC 21,557,0,100,657,100,0,0,0,0,0.0,"8,895",118,20200422
JAN 22,138,0,0,138,0,0,0,0,0,0.0,373,-20,20200422
FEB 22,0,0,0,0,0,0,0,0,0,0.0,9,0,20200422
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200422
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200422
MAY 22,0,0,0,0,0,0,0,0,0,0.0,33,0,20200422
JUN 22,12,0,0,12,0,0,0,0,0,0.0,273,2,20200422
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200422
AUG 22,0,0,0,0,0,0,0,0,0,0.0,3,0,20200422
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200422
OCT 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200422
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200422
DEC 22,15,0,0,15,0,0,0,0,0,0.0,13,10,20200422
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200422
MAY 20,"24,478",0,"4,150","28,628",920,"3,086",0,0,"3,812",0.0,"24,374","-10,765",20200423
JUN 20,"72,473",0,"2,892","75,365","1,752","1,140",0,0,"3,901",0.0,"103,023",229,20200423
JUL 20,"39,032",0,"1,627","40,659","1,627",0,0,0,"1,052",0.0,"52,468","2,224",20200423
AUG 20,"20,462",0,"1,239","21,701","1,239",0,0,0,283,0.0,"23,396","-1,027",20200423
SEP 20,"19,191",0,"1,295","20,486","1,295",0,0,0,149,0.0,"39,968",156,20200423
OCT 20,"12,463",0,368,"12,831",368,0,0,0,3,0.0,"28,545","1,413",20200423
NOV 20,"7,947",0,0,"7,947",0,0,0,0,0,0.0,"16,584",-80,20200423
DEC 20,"11,691",0,750,"12,441",750,0,0,0,0,0.0,"31,913","1,058",20200423
JAN 21,"1,333",0,0,"1,333",0,0,0,0,0,0.0,"7,326",94,20200423
FEB 21,952,0,0,952,0,0,0,0,0,0.0,"2,479",109,20200423
MAR 21,"1,274",0,0,"1,274",0,0,0,0,0,0.0,"4,737",25,20200423
APR 21,"1,354",0,0,"1,354",0,0,0,0,0,0.0,"5,391",-206,20200423
MAY 21,637,0,0,637,0,0,0,0,0,0.0,"1,520",67,20200423
JUN 21,"1,496",0,0,"1,496",0,0,0,0,0,0.0,"19,111",275,20200423
JUL 21,84,0,0,84,0,0,0,0,0,0.0,"1,490",-11,20200423
AUG 21,40,0,50,90,50,0,0,0,0,0.0,441,46,20200423
SEP 21,58,0,0,58,0,0,0,0,0,0.0,974,28,20200423
OCT 21,15,0,0,15,0,0,0,0,0,0.0,292,-6,20200423
NOV 21,3,0,0,3,0,0,0,0,0,0.0,370,2,20200423
DEC 21,897,0,75,972,75,0,0,0,0,0.0,"8,982",87,20200423
JAN 22,295,0,0,295,0,0,0,0,0,0.0,650,277,20200423
FEB 22,0,0,0,0,0,0,0,0,0,0.0,9,0,20200423
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200423
APR 22,1,0,0,1,0,0,0,0,0,0.0,11,0,20200423
MAY 22,0,0,0,0,0,0,0,0,0,0.0,33,0,20200423
JUN 22,5,0,0,5,0,0,0,0,0,0.0,273,0,20200423
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200423
AUG 22,0,0,0,0,0,0,0,0,0,0.0,3,0,20200423
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200423
OCT 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200423
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200423
DEC 22,0,0,0,0,0,0,0,0,0,0.0,13,0,20200423
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200423
MAY 20,"22,479",0,"3,829","26,308","1,471","2,308",0,0,"7,331",0.0,"20,859","-3,501",20200424
JUN 20,"58,382",0,"4,638","63,020","2,859","1,684",0,0,"4,609",0.0,"103,969","1,173",20200424
JUL 20,"33,265",0,"1,475","34,740","1,475",0,0,0,"2,322",0.0,"52,620",152,20200424
AUG 20,"18,431",0,867,"19,298",867,0,0,0,139,0.0,"25,166","1,809",20200424
SEP 20,"13,578",0,885,"14,463",885,0,0,0,234,0.0,"41,756","1,802",20200424
OCT 20,"6,242",0,435,"6,677",435,0,0,0,3,0.0,"28,180",-359,20200424
NOV 20,"3,063",0,0,"3,063",0,0,0,0,0,0.0,"16,169",-415,20200424
DEC 20,"5,275",0,199,"5,474",199,0,0,0,0,0.0,"31,790",-119,20200424
JAN 21,735,0,100,835,100,0,0,0,0,0.0,"7,534",208,20200424
FEB 21,348,0,0,348,0,0,0,0,0,0.0,"2,566",87,20200424
MAR 21,244,0,0,244,0,0,0,0,0,0.0,"4,742",5,20200424
APR 21,539,0,0,539,0,0,0,0,0,0.0,"5,350",-41,20200424
MAY 21,325,0,0,325,0,0,0,0,0,0.0,"1,499",-21,20200424
JUN 21,614,0,257,871,257,0,0,0,0,0.0,"19,452",341,20200424
JUL 21,4,0,0,4,0,0,0,0,0,0.0,"1,490",0,20200424
AUG 21,14,0,0,14,0,0,0,0,0,0.0,445,4,20200424
SEP 21,35,0,75,110,75,0,0,0,0,0.0,"1,043",69,20200424
OCT 21,21,0,0,21,0,0,0,0,0,0.0,313,21,20200424
NOV 21,0,0,0,0,0,0,0,0,0,0.0,370,0,20200424
DEC 21,315,0,0,315,0,0,0,0,0,0.0,"8,977",-5,20200424
JAN 22,2,0,0,2,0,0,0,0,0,0.0,650,0,20200424
FEB 22,0,0,0,0,0,0,0,0,0,0.0,9,0,20200424
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200424
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200424
MAY 22,4,0,0,4,0,0,0,0,0,0.0,37,4,20200424
JUN 22,8,0,0,8,0,0,0,0,0,0.0,277,4,20200424
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200424
AUG 22,0,0,0,0,0,0,0,0,0,0.0,3,0,20200424
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200424
OCT 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200424
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200424
DEC 22,2,0,0,2,0,0,0,0,0,0.0,15,2,20200424
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200424
